chunk_index,split,word_count
5976,train,246
5977,train,243
5978,train,249
5979,train,228
5980,train,254
5981,train,247
5982,train,223
5983,train,234
5984,train,236
5985,train,176
5986,train,241
5987,train,232
5988,train,242
5989,train,238
5990,train,235
5991,train,112
5992,train,252
5993,train,219
5994,train,232
5995,train,253
5996,train,233
5997,train,147
5998,train,236
5999,train,233
6000,train,218
6001,train,253
6002,train,244
6003,train,171
6004,train,244
6005,train,247
6006,train,251
6007,train,248
6008,train,94
6009,train,227
6010,train,249
6011,train,246
6012,train,248
6013,train,48
6014,train,236
6015,train,248
6016,train,244
6017,train,246
6018,train,175
6019,train,249
6020,train,252
6021,train,245
6022,train,230
6023,train,253
6024,train,120
6025,train,225
6026,train,248
6027,train,228
6028,train,255
6029,train,245
6030,train,231
6031,train,74
6032,train,253
6033,train,252
6034,train,240
6035,train,247
6036,train,227
6037,train,113
6038,train,245
6039,train,248
6040,train,241
6041,train,256
6042,train,239
6043,train,213
6044,train,233
6045,train,237
6046,train,245
6047,train,223
6048,train,163
6049,train,229
6050,train,34
6051,train,225
6052,train,250
6053,train,254
6054,train,252
6055,train,227
6056,train,154
6057,train,236
6058,train,220
6059,train,252
6060,train,250
6061,train,255
6062,train,223
6063,train,223
6064,train,238
6065,train,235
6066,train,253
6067,train,255
6068,train,147
6069,train,254
6070,train,237
6071,train,233
6072,train,233
6073,train,254
6074,train,256
6075,train,21
6076,train,227
6077,train,240
6078,train,230
6079,train,223
6080,train,255
6081,train,235
6082,train,216
6083,train,242
6084,train,228
6085,train,254
6086,train,231
6087,train,153
6088,train,239
6089,train,223
6090,train,251
6091,train,255
6092,train,240
6093,train,236
6094,train,243
6095,train,77
6096,train,237
6097,train,251
6098,train,231
6099,train,219
6100,train,255
6101,train,189
6102,train,238
6103,train,224
6104,train,249
6105,train,232
6106,train,245
6107,train,233
6108,train,206
6109,train,237
6110,train,246
6111,train,254
6112,train,246
6113,train,247
6114,train,44
6115,train,243
6116,train,245
6117,train,253
6118,train,234
6119,train,204
6120,train,251
6121,train,226
6122,train,246
6123,train,256
6124,train,251
6125,train,250
6126,train,100
6127,train,249
6128,train,243
6129,train,219
6130,train,242
6131,train,242
6132,train,187
6133,train,231
6134,train,224
6135,train,245
6136,train,255
6137,train,233
6138,train,231
6139,train,104
6140,train,222
6141,train,241
6142,train,251
6143,train,256
6144,train,232
6145,train,255
6146,train,251
6147,train,216
6148,train,223
6149,train,74
6150,train,253
6151,train,219
6152,train,225
6153,train,256
6154,train,225
6155,train,235
6156,train,254
6157,train,19
6158,train,230
6159,train,249
6160,train,241
6161,train,125
6162,train,250
6163,train,238
6164,train,256
6165,train,224
6166,train,249
6167,train,241
6168,train,204
6169,train,247
6170,train,246
6171,train,235
6172,train,232
6173,train,219
6174,train,234
6175,train,256
6176,train,227
6177,train,221
6178,train,250
6179,train,255
6180,train,255
6181,train,247
6182,train,173
6183,train,228
6184,train,229
6185,train,254
6186,train,240
6187,train,68
6188,train,243
6189,train,222
6190,train,254
6191,train,245
6192,train,234
6193,train,188
6194,train,246
6195,train,236
6196,train,249
6197,train,115
6198,train,244
6199,train,230
6200,train,256
6201,train,177
6202,train,250
6203,train,240
6204,train,251
6205,train,242
6206,train,20
6207,train,233
6208,train,232
6209,train,238
6210,train,243
6211,train,220
6212,train,243
6213,train,220
6214,train,251
6215,train,233
6216,train,229
6217,train,254
6218,train,245
6219,train,36
6220,train,243
6221,train,239
6222,train,226
6223,train,238
6224,train,229
6225,train,107
6226,train,237
6227,train,256
6228,train,251
6229,train,246
6230,train,245
6231,train,241
6232,train,225
6233,train,254
6234,train,249
6235,train,156
6236,train,240
6237,train,237
6238,train,255
6239,train,229
6240,train,229
6241,train,57
6242,train,231
6243,train,241
6244,train,223
6245,train,247
6246,train,252
6247,train,221
6248,train,228
6249,train,137
6250,train,236
6251,train,256
6252,train,249
6253,train,247
6254,train,234
6255,train,51
6256,train,229
6257,train,237
6258,train,225
6259,train,229
6260,train,226
6261,train,156
6262,train,247
6263,train,240
6264,train,243
6265,train,36
6266,train,228
6267,train,248
6268,train,228
6269,train,233
6270,train,242
6271,train,238
6272,train,38
6273,train,217
6274,train,256
6275,train,247
6276,train,228
6277,train,255
6278,train,219
6279,train,220
6280,train,235
6281,train,253
6282,train,229
6283,train,256
6284,train,54
6285,train,255
6286,train,238
6287,train,242
6288,train,245
6289,train,141
6290,train,246
6291,train,249
6292,train,249
6293,train,247
6294,train,247
6295,train,195
6296,train,248
6297,train,256
6298,train,222
6299,train,165
6300,train,227
6301,train,252
6302,train,245
6303,train,206
6304,train,243
6305,train,229
6306,train,232
6307,train,237
6308,train,248
6309,train,245
6310,train,250
6311,train,79
6312,train,228
6313,train,221
6314,train,227
6315,train,241
6316,train,254
6317,train,252
6318,train,236
6319,train,230
6320,train,255
6321,train,239
6322,train,40
6323,train,255
6324,train,231
6325,train,253
6326,train,111
6327,train,256
6328,train,230
6329,train,254
6330,train,245
6331,train,227
6332,train,249
6333,train,239
6334,train,230
6335,train,245
6336,train,246
6337,train,129
6338,train,238
6339,train,218
6340,train,252
6341,train,240
6342,train,234
6343,train,223
6344,train,76
6345,train,250
6346,train,245
6347,train,231
6348,train,248
6349,train,224
6350,train,244
6351,train,220
6352,train,238
6353,train,238
6354,train,230
6355,train,221
6356,train,245
6357,train,227
6358,train,67
6359,train,242
6360,train,252
6361,train,237
6362,train,253
6363,train,240
6364,train,239
6365,train,252
6366,train,256
6367,train,238
6368,train,220
6369,train,180
6370,train,249
6371,train,247
6372,train,247
6373,train,255
6374,train,240
6375,train,248
6376,train,214
6377,train,247
6378,train,228
6379,train,253
6380,train,242
6381,train,246
6382,train,147
6383,train,249
6384,train,226
6385,train,221
6386,train,239
6387,train,250
6388,train,123
6389,train,256
6390,train,233
6391,train,248
6392,train,226
6393,train,142
6394,train,226
6395,train,233
6396,train,223
6397,train,253
6398,train,217
6399,train,248
6400,train,238
6401,train,115
6402,train,230
6403,train,229
6404,train,249
6405,train,241
6406,train,228
6407,train,226
6408,train,101
6409,train,242
6410,train,243
6411,train,246
6412,train,235
6413,train,256
6414,train,219
6415,train,232
6416,train,224
6417,train,223
6418,train,239
6419,train,255
6420,train,255
6421,train,243
6422,train,227
6423,train,250
6424,train,247
6425,train,198
6426,train,247
6427,train,252
6428,train,241
6429,train,244
6430,train,246
6431,train,226
6432,train,233
6433,train,248
6434,train,242
6435,train,251
6436,train,256
6437,train,222
6438,train,40
6439,train,234
6440,train,250
6441,train,246
6442,train,86
6443,train,247
6444,train,232
6445,train,256
6446,train,249
6447,train,255
6448,train,83
6449,train,255
6450,train,242
6451,train,56
6452,train,233
6453,train,227
6454,train,240
6455,train,229
6456,train,250
6457,train,224
6458,train,80
6459,train,254
6460,train,248
6461,train,231
6462,train,239
6463,train,249
6464,train,65
6465,train,233
6466,train,255
6467,train,256
6468,train,251
6469,train,227
6470,train,243
6471,train,167
6472,train,248
6473,train,251
6474,train,249
6475,train,239
6476,train,191
6477,train,236
6478,train,240
6479,train,49
6480,train,245
6481,train,238
6482,train,230
6483,train,233
6484,train,134
6485,train,231
6486,train,225
6487,train,241
6488,train,235
6489,train,217
6490,train,248
6491,train,256
6492,train,233
6493,train,227
6494,train,232
6495,train,256
6496,train,202
6497,train,214
6498,train,238
6499,train,104
6500,train,237
6501,train,235
6502,train,222
6503,train,253
6504,train,218
6505,train,249
6506,train,250
6507,train,38
6508,train,230
6509,train,240
6510,train,229
6511,train,251
6512,train,81
6513,train,248
6514,train,247
6515,train,38
6516,train,237
6517,train,246
6518,train,232
6519,train,228
6520,train,251
6521,train,245
6522,train,187
6523,train,254
6524,train,251
6525,train,178
6526,train,221
6527,train,255
6528,train,247
6529,train,254
6530,train,138
6531,train,244
6532,train,220
6533,train,247
6534,train,137
6535,train,255
6536,train,256
6537,train,242
6538,train,57
6539,train,256
6540,train,237
6541,train,222
6542,train,232
6543,train,220
6544,train,137
6545,train,256
6546,train,10
6547,train,255
6548,train,241
6549,train,245
6550,train,251
6551,train,190
6552,train,255
6553,train,238
6554,train,228
6555,train,233
6556,train,249
6557,train,255
6558,train,238
6559,train,222
6560,train,253
6561,train,141
6562,train,241
6563,train,246
6564,train,220
6565,train,243
6566,train,252
6567,train,26
6568,train,235
6569,train,254
6570,train,244
6571,train,233
6572,train,254
6573,train,255
6574,train,91
6575,train,252
6576,train,253
6577,train,234
6578,train,227
6579,train,251
6580,train,126
6581,train,235
6582,train,250
6583,train,239
6584,train,226
6585,train,168
6586,train,226
6587,train,223
6588,train,234
6589,train,227
6590,train,237
6591,train,247
6592,train,64
6593,train,249
6594,train,255
6595,train,233
6596,train,225
6597,train,244
6598,train,250
6599,train,238
6600,train,178
6601,train,238
6602,train,243
6603,train,238
6604,train,252
6605,train,241
6606,train,224
6607,train,161
6608,train,250
6609,train,223
6610,train,234
6611,train,244
6612,train,227
6613,train,125
6614,train,224
6615,train,231
6616,train,222
6617,train,254
6618,train,225
6619,train,119
6620,train,243
6621,train,252
6622,train,225
6623,train,254
6624,train,241
6625,train,97
6626,train,256
6627,train,227
6628,train,255
6629,train,244
6630,train,233
6631,train,68
6632,train,233
6633,train,226
6634,train,252
6635,train,239
6636,train,250
6637,train,93
6638,train,222
6639,train,234
6640,train,232
6641,train,238
6642,train,251
6643,train,170
6644,train,236
6645,train,246
6646,train,256
6647,train,223
6648,train,251
6649,train,91
6650,train,220
6651,train,219
6652,train,220
6653,train,238
6654,train,256
6655,train,186
6656,train,239
6657,train,250
6658,train,254
6659,train,247
6660,train,14
6661,train,253
6662,train,246
6663,train,253
6664,train,184
6665,train,256
6666,train,243
6667,train,224
6668,train,52
6669,train,222
6670,train,254
6671,train,243
6672,train,227
6673,train,235
6674,train,137
6675,train,237
6676,train,247
6677,train,249
6678,train,243
6679,train,256
6680,train,245
6681,train,256
6682,train,241
6683,train,232
6684,train,119
6685,train,228
6686,train,256
6687,train,226
6688,train,231
6689,train,254
6690,train,229
6691,train,237
6692,train,253
6693,train,236
6694,train,231
6695,train,231
6696,train,213
6697,train,229
6698,train,251
6699,train,255
6700,train,250
6701,train,239
6702,train,159
6703,train,224
6704,train,248
6705,train,235
6706,train,237
6707,train,241
6708,train,48
6709,train,244
6710,train,246
6711,train,256
6712,train,241
6713,train,233
6714,train,234
6715,train,44
6716,train,256
6717,train,256
6718,train,234
6719,train,223
6720,train,220
6721,train,222
6722,train,251
6723,train,254
6724,train,250
6725,train,250
6726,train,223
6727,train,251
6728,train,220
6729,train,166
6730,train,229
6731,train,247
6732,train,225
6733,train,253
6734,train,246
6735,train,129
6736,train,224
6737,train,239
6738,train,250
6739,train,242
6740,train,224
6741,train,256
6742,train,222
6743,train,228
6744,train,227
6745,train,227
6746,train,222
6747,train,236
6748,train,92
6749,train,235
6750,train,255
6751,train,253
6752,train,256
6753,train,253
6754,train,227
6755,train,46
6756,train,226
6757,train,245
6758,train,255
6759,train,232
6760,train,226
6761,train,255
6762,train,180
6763,train,255
6764,train,248
6765,train,245
6766,train,255
6767,train,54
6768,train,254
6769,train,224
6770,train,230
6771,train,249
6772,train,252
6773,train,256
6774,train,32
6775,train,233
6776,train,244
6777,train,227
6778,train,256
6779,train,256
6780,train,128
6781,train,251
6782,train,227
6783,train,126
6784,train,233
6785,train,249
6786,train,227
6787,train,228
6788,train,252
6789,train,227
6790,train,242
6791,train,233
6792,train,256
6793,train,45
6794,train,255
6795,train,254
6796,train,255
6797,train,205
6798,train,237
6799,train,237
6800,train,236
6801,train,252
6802,train,241
6803,train,255
6804,train,88
6805,train,253
6806,train,254
6807,train,249
6808,train,157
6809,train,246
6810,train,223
6811,train,233
6812,train,236
6813,train,230
6814,train,253
6815,train,195
6816,train,233
6817,train,229
6818,train,229
6819,train,243
6820,train,231
6821,train,254
6822,train,51
6823,train,234
6824,train,254
6825,train,182
6826,train,237
6827,train,87
6828,train,228
6829,train,243
6830,train,245
6831,train,239
6832,train,243
6833,train,196
6834,train,241
6835,train,248
6836,train,245
6837,train,213
6838,train,231
6839,train,247
6840,train,224
6841,train,233
6842,train,225
6843,train,237
6844,train,168
6845,train,232
6846,train,244
6847,train,234
6848,train,243
6849,train,95
6850,train,253
6851,train,247
6852,train,243
6853,train,225
6854,train,254
6855,train,194
6856,train,251
6857,train,235
6858,train,256
6859,train,256
6860,train,226
6861,train,240
6862,train,125
6863,train,256
6864,train,226
6865,train,224
6866,train,222
6867,train,244
6868,train,251
6869,train,236
6870,train,76
6871,train,253
6872,train,242
6873,train,247
6874,train,225
6875,train,230
6876,train,226
6877,train,245
6878,train,236
6879,train,235
6880,train,255
6881,train,241
6882,train,250
6883,train,94
6884,train,238
6885,train,234
6886,train,224
6887,train,226
6888,train,251
6889,train,247
6890,train,76
6891,train,253
6892,train,221
6893,train,232
6894,train,254
6895,train,249
6896,train,249
6897,train,50
6898,train,253
6899,train,255
6900,train,222
6901,train,247
6902,train,70
6903,train,242
6904,train,231
6905,train,220
6906,train,254
6907,train,240
6908,train,226
6909,train,224
6910,train,116
6911,train,229
6912,train,241
6913,train,224
6914,train,238
6915,train,231
6916,train,192
6917,train,249
6918,train,164
6919,train,246
6920,train,256
6921,train,221
6922,train,256
6923,train,229
6924,train,254
6925,train,230
6926,train,230
6927,train,246
6928,train,221
6929,train,240
6930,train,241
6931,train,234
6932,train,81
6933,train,255
6934,train,230
6935,train,250
6936,train,253
6937,train,234
6938,train,104
6939,train,252
6940,train,230
6941,train,237
6942,train,249
6943,train,241
6944,train,166
6945,train,233
6946,train,245
6947,train,250
6948,train,240
6949,train,223
6950,train,255
6951,train,37
6952,train,230
6953,train,252
6954,train,237
6955,train,220
6956,train,250
6957,train,12
6958,train,247
6959,train,247
6960,train,238
6961,train,235
6962,train,251
6963,train,77
6964,train,217
6965,train,253
6966,train,253
6967,train,58
6968,train,228
6969,train,247
6970,train,217
6971,train,254
6972,train,225
6973,train,221
6974,train,254
6975,train,77
6976,train,237
6977,train,235
6978,train,237
6979,train,231
6980,train,244
6981,train,251
6982,train,224
6983,train,248
6984,train,252
6985,train,253
6986,train,235
6987,train,248
6988,train,244
6989,train,253
6990,train,248
6991,train,253
6992,train,224
6993,train,241
6994,train,248
6995,train,244
6996,train,220
6997,train,50
6998,train,247
6999,train,236
7000,train,235
7001,train,239
7002,train,224
7003,train,228
7004,train,220
7005,train,105
7006,train,235
7007,train,220
7008,train,233
7009,train,253
7010,train,210
7011,train,255
7012,train,214
7013,train,239
7014,train,234
7015,train,246
7016,train,169
7017,train,231
7018,train,222
7019,train,227
7020,train,241
7021,train,253
7022,train,246
7023,train,156
7024,train,235
7025,train,241
7026,train,245
7027,train,234
7028,train,254
7029,train,70
7030,train,224
7031,train,254
7032,train,246
7033,train,249
7034,train,252
7035,train,68
7036,train,228
7037,train,255
7038,train,241
7039,train,222
7040,train,237
7041,train,244
7042,train,254
7043,train,155
7044,train,226
7045,train,255
7046,train,231
7047,train,236
7048,train,248
7049,train,246
7050,train,232
7051,train,76
7052,train,248
7053,train,226
7054,train,238
7055,train,251
7056,train,253
7057,train,251
7058,train,228
7059,train,252
7060,train,252
7061,train,247
7062,train,31
7063,train,254
7064,train,233
7065,train,251
7066,train,222
7067,train,235
7068,train,193
7069,train,225
7070,train,244
7071,train,253
7072,train,235
7073,train,253
7074,train,233
7075,train,154
7076,train,251
7077,train,229
7078,train,252
7079,train,162
7080,train,248
7081,train,250
7082,train,238
7083,train,251
7084,train,235
7085,train,223
7086,train,119
7087,train,247
7088,train,252
7089,train,225
7090,train,256
7091,train,252
7092,train,243
7093,train,243
7094,train,249
7095,train,244
7096,train,254
7097,train,255
7098,train,235
7099,train,247
7100,train,236
7101,train,237
7102,train,255
7103,train,250
7104,train,97
7105,train,226
7106,train,232
7107,train,233
7108,train,246
7109,train,238
7110,train,206
7111,train,237
7112,train,220
7113,train,229
7114,train,251
7115,train,246
7116,train,58
7117,train,243
7118,train,225
7119,train,254
7120,train,252
7121,train,239
7122,train,25
7123,train,232
7124,train,221
7125,train,237
7126,train,253
7127,train,242
7128,train,39
7129,train,256
7130,train,253
7131,train,239
7132,train,250
7133,train,233
7134,train,86
7135,train,252
7136,train,220
7137,train,251
7138,train,254
7139,train,98
7140,train,251
7141,train,245
7142,train,256
7143,train,256
7144,train,240
7145,train,252
7146,train,38
7147,train,227
7148,train,245
7149,train,245
7150,train,228
7151,train,222
7152,train,238
7153,train,230
7154,train,256
7155,train,250
7156,train,252
7157,train,219
7158,train,231
7159,train,256
7160,train,238
7161,train,188
7162,train,255
7163,train,248
7164,train,237
7165,train,186
7166,train,255
7167,train,251
7168,train,234
7169,train,239
7170,train,240
7171,train,38
7172,train,220
7173,train,240
7174,train,234
7175,train,240
7176,train,38
7177,train,224
7178,train,256
7179,train,244
7180,train,230
7181,train,251
7182,train,253
7183,train,129
7184,train,240
7185,train,247
7186,train,236
7187,train,244
7188,train,240
7189,train,58
7190,train,241
7191,train,246
7192,train,223
7193,train,218
7194,train,235
7195,train,248
7196,train,229
7197,train,230
7198,train,243
7199,train,226
7200,train,239
7201,train,81
7202,train,243
7203,train,239
7204,train,223
7205,train,117
7206,train,251
7207,train,228
7208,train,223
7209,train,246
7210,train,232
7211,train,247
7212,train,20
7213,train,241
7214,train,241
7215,train,224
7216,train,255
7217,train,248
7218,train,42
7219,train,248
7220,train,226
7221,train,251
7222,train,250
7223,train,113
7224,train,252
7225,train,252
7226,train,250
7227,train,253
7228,train,38
7229,train,256
7230,train,231
7231,train,250
7232,train,67
7233,train,228
7234,train,243
7235,train,220
7236,train,75
7237,train,241
7238,train,248
7239,train,217
7240,train,135
7241,train,232
7242,train,249
7243,train,240
7244,train,235
7245,train,251
7246,train,36
7247,train,248
7248,train,243
7249,train,239
7250,train,252
7251,train,240
7252,train,244
7253,train,242
7254,train,227
7255,train,196
7256,train,249
7257,train,243
7258,train,246
7259,train,247
7260,train,50
7261,train,250
7262,train,225
7263,train,252
7264,train,255
7265,train,256
7266,train,239
7267,train,235
7268,train,227
7269,train,246
7270,train,235
7271,train,244
7272,train,247
7273,train,177
7274,train,251
7275,train,227
7276,train,253
7277,train,220
7278,train,232
7279,train,167
7280,train,238
7281,train,256
7282,train,241
7283,train,241
7284,train,229
7285,train,250
7286,train,106
7287,train,252
7288,train,254
7289,train,230
7290,train,239
7291,train,72
7292,train,218
7293,train,232
7294,train,244
7295,train,217
7296,train,231
7297,train,249
7298,train,73
7299,train,240
7300,train,231
7301,train,231
7302,train,246
7303,train,239
7304,train,223
7305,train,242
7306,train,250
7307,train,255
7308,train,247
7309,train,246
7310,train,246
7311,train,232
7312,train,247
7313,train,229
7314,train,249
7315,train,240
7316,train,225
7317,train,227
7318,train,235
7319,train,128
7320,train,221
7321,train,252
7322,train,250
7323,train,254
7324,train,188
7325,train,215
7326,train,240
7327,train,239
7328,train,251
7329,train,246
7330,train,203
7331,train,233
7332,train,245
7333,train,240
7334,train,249
7335,train,253
7336,train,239
7337,train,235
7338,train,223
7339,train,254
7340,train,255
7341,train,47
7342,train,252
7343,train,249
7344,train,246
7345,train,231
7346,train,220
7347,train,235
7348,train,251
7349,train,219
7350,train,237
7351,train,252
7352,train,39
7353,train,253
7354,train,250
7355,train,255
7356,train,233
7357,train,226
7358,train,224
7359,train,227
7360,train,256
7361,train,167
7362,train,250
7363,train,242
7364,train,254
7365,train,219
7366,train,227
7367,train,221
7368,train,242
7369,train,239
7370,train,245
7371,train,243
7372,train,251
7373,train,241
7374,train,242
7375,train,36
7376,train,249
7377,train,234
7378,train,248
7379,train,227
7380,train,249
7381,train,246
7382,train,36
7383,train,243
7384,train,251
7385,train,246
7386,train,226
7387,train,228
7388,train,184
7389,train,232
7390,train,253
7391,train,248
7392,train,229
7393,train,128
7394,train,253
7395,train,255
7396,train,253
7397,train,239
7398,train,251
7399,train,234
7400,train,121
7401,train,247
7402,train,232
7403,train,247
7404,train,251
7405,train,228
7406,train,253
7407,train,187
7408,train,228
7409,train,246
7410,train,251
7411,train,218
7412,train,252
7413,train,238
7414,train,113
7415,train,256
7416,train,256
7417,train,256
7418,train,248
7419,train,243
7420,train,251
7421,train,115
7422,train,230
7423,train,243
7424,train,242
7425,train,253
7426,train,253
7427,train,59
7428,train,239
7429,train,246
7430,train,235
7431,train,241
7432,train,256
7433,train,52
7434,train,232
7435,train,255
7436,train,247
7437,train,256
7438,train,251
7439,train,236
7440,train,242
7441,train,231
7442,train,218
7443,train,246
7444,train,238
7445,train,228
7446,train,234
7447,train,233
7448,train,249
7449,train,75
7450,train,247
7451,train,251
7452,train,241
7453,train,221
7454,train,156
7455,train,227
7456,train,251
7457,train,255
7458,train,244
7459,train,76
7460,train,237
7461,train,241
7462,train,238
7463,train,251
7464,train,256
7465,train,241
7466,train,206
7467,train,245
7468,train,241
7469,train,249
7470,train,254
7471,train,241
7472,train,31
7473,train,236
7474,train,245
7475,train,223
7476,train,238
7477,train,185
7478,train,239
7479,train,228
7480,train,251
7481,train,256
7482,train,228
7483,train,233
7484,train,240
7485,train,240
7486,train,230
7487,train,246
7488,train,222
7489,train,181
7490,train,239
7491,train,246
7492,train,249
7493,train,231
7494,train,234
7495,train,220
7496,train,120
7497,train,254
7498,train,251
7499,train,128
7500,train,246
7501,train,224
7502,train,243
7503,train,221
7504,train,245
7505,train,256
7506,train,35
7507,train,248
7508,train,238
7509,train,229
7510,train,178
7511,train,254
7512,train,229
7513,train,223
7514,train,186
7515,train,227
7516,train,237
7517,train,250
7518,train,255
7519,train,233
7520,train,244
7521,train,79
7522,train,234
7523,train,250
7524,train,250
7525,train,230
7526,train,224
7527,train,240
7528,train,239
7529,train,239
7530,train,230
7531,train,93
7532,train,224
7533,train,228
7534,train,248
7535,train,246
7536,train,254
7537,train,145
7538,train,255
7539,train,250
7540,train,241
7541,train,226
7542,train,249
7543,train,237
7544,train,35
7545,train,242
7546,train,230
7547,train,237
7548,train,253
7549,train,232
7550,train,59
7551,train,245
7552,train,230
7553,train,252
7554,train,236
7555,train,224
7556,train,249
7557,train,246
7558,train,221
7559,train,226
7560,train,238
7561,train,160
7562,train,223
7563,train,245
7564,train,240
7565,train,219
7566,train,216
7567,train,129
7568,train,242
7569,train,240
7570,train,223
7571,train,236
7572,train,250
7573,train,180
7574,train,224
7575,train,237
7576,train,227
7577,train,234
7578,train,250
7579,train,244
7580,train,231
7581,train,254
7582,train,225
7583,train,227
7584,train,224
7585,train,256
7586,train,11
7587,train,236
7588,train,227
7589,train,220
7590,train,256
7591,train,223
7592,train,39
7593,train,254
7594,train,241
7595,train,116
7596,train,233
7597,train,221
7598,train,119
7599,train,255
7600,train,253
7601,train,236
7602,train,141
7603,train,244
7604,train,229
7605,train,255
7606,train,144
7607,train,255
7608,train,250
7609,train,249
7610,train,240
7611,train,224
7612,train,86
7613,train,251
7614,train,255
7615,train,218
7616,train,249
7617,train,248
7618,train,148
7619,train,256
7620,train,231
7621,train,241
7622,train,236
7623,train,232
7624,train,206
7625,train,256
7626,train,233
7627,train,222
7628,train,248
7629,train,254
7630,train,235
7631,train,240
7632,train,241
7633,train,245
7634,train,247
7635,train,238
7636,train,237
7637,train,225
7638,train,234
7639,train,243
7640,train,231
7641,train,205
7642,train,228
7643,train,236
7644,train,222
7645,train,248
7646,train,248
7647,train,244
7648,train,131
7649,train,242
7650,train,254
7651,train,254
7652,train,247
7653,train,133
7654,train,250
7655,train,220
7656,train,243
7657,train,247
7658,train,253
7659,train,168
7660,train,238
7661,train,256
7662,train,246
7663,train,253
7664,train,233
7665,train,229
7666,train,115
7667,train,222
7668,train,250
7669,train,235
7670,train,241
7671,train,241
7672,train,209
7673,train,239
7674,train,255
7675,train,242
7676,train,249
7677,train,235
7678,train,255
7679,train,26
7680,train,225
7681,train,232
7682,train,239
7683,train,232
7684,train,229
7685,train,143
7686,train,238
7687,train,246
7688,train,253
7689,train,231
7690,train,249
7691,train,168
7692,train,230
7693,train,241
7694,train,256
7695,train,250
7696,train,236
7697,train,85
7698,train,246
7699,train,256
7700,train,251
7701,train,224
7702,train,248
7703,train,77
7704,train,246
7705,train,250
7706,train,138
7707,train,241
7708,train,241
7709,train,227
7710,train,231
7711,train,218
7712,train,225
7713,train,204
7714,train,250
7715,train,252
7716,train,185
7717,train,236
7718,train,250
7719,train,249
7720,train,242
7721,train,234
7722,train,218
7723,train,235
7724,train,236
7725,train,233
7726,train,243
7727,train,232
7728,train,168
7729,train,223
7730,train,233
7731,train,221
7732,train,219
7733,train,229
7734,train,39
7735,train,245
7736,train,220
7737,train,231
7738,train,254
7739,train,228
7740,train,197
7741,train,223
7742,train,235
7743,train,220
7744,train,243
7745,train,241
7746,train,241
7747,train,200
7748,train,228
7749,train,243
7750,train,219
7751,train,220
7752,train,245
7753,train,251
7754,train,70
7755,train,248
7756,train,242
7757,train,252
7758,train,234
7759,train,249
7760,train,254
7761,train,221
7762,train,243
7763,train,223
7764,train,256
7765,train,253
7766,train,245
7767,train,228
7768,train,232
7769,train,225
7770,train,248
7771,train,250
7772,train,252
7773,train,168
7774,train,242
7775,train,244
7776,train,237
7777,train,246
7778,train,75
7779,train,247
7780,train,225
7781,train,243
7782,train,224
7783,train,256
7784,train,250
7785,train,218
7786,train,256
7787,train,252
7788,train,230
7789,train,101
7790,train,256
7791,train,256
7792,train,249
7793,train,245
7794,train,96
7795,train,254
7796,train,246
7797,train,254
7798,train,223
7799,train,39
7800,train,251
7801,train,225
7802,train,218
7803,train,245
7804,train,243
7805,train,220
7806,train,110
7807,train,256
7808,train,225
7809,train,245
7810,train,236
7811,train,229
7812,train,229
7813,train,243
7814,train,225
7815,train,234
7816,train,231
7817,train,255
7818,train,213
7819,train,249
7820,train,250
7821,train,242
7822,train,235
7823,train,40
7824,train,255
7825,train,231
7826,train,254
7827,train,187
7828,train,225
7829,train,234
7830,train,248
7831,train,254
7832,train,255
7833,train,113
7834,train,231
7835,train,251
7836,train,221
7837,train,237
7838,train,243
7839,train,253
7840,train,155
7841,train,254
7842,train,241
7843,train,236
7844,train,236
7845,train,222
7846,train,251
7847,train,116
7848,train,243
7849,train,246
7850,train,235
7851,train,237
7852,train,239
7853,train,198
7854,train,221
7855,train,251
7856,train,252
7857,train,254
7858,train,43
7859,train,235
7860,train,248
7861,train,248
7862,train,107
7863,train,231
7864,train,244
7865,train,230
7866,train,230
7867,train,251
7868,train,229
7869,train,110
7870,train,225
7871,train,118
7872,train,215
7873,train,243
7874,train,248
7875,train,245
7876,train,219
7877,train,209
7878,train,253
7879,train,241
7880,train,224
7881,train,253
7882,train,233
7883,train,234
7884,train,233
7885,train,247
7886,train,250
7887,train,234
7888,train,165
7889,train,220
7890,train,231
7891,train,253
7892,train,236
7893,train,232
7894,train,95
7895,train,246
7896,train,250
7897,train,244
7898,train,248
7899,train,234
7900,train,243
7901,train,111
7902,train,237
7903,train,236
7904,train,254
7905,train,227
7906,train,228
7907,train,177
7908,train,252
7909,train,253
7910,train,254
7911,train,243
7912,train,254
7913,train,253
7914,train,32
7915,train,216
7916,train,250
7917,train,243
7918,train,224
7919,train,254
7920,train,233
7921,train,231
7922,train,39
7923,train,256
7924,train,227
7925,train,238
7926,train,252
7927,train,227
7928,train,225
7929,train,223
7930,train,35
7931,train,234
7932,train,241
7933,train,239
7934,train,227
7935,train,226
7936,train,127
7937,train,249
7938,train,243
7939,train,220
7940,train,136
7941,train,232
7942,train,253
7943,train,245
7944,train,245
7945,train,224
7946,train,249
7947,train,242
7948,train,238
7949,train,220
7950,train,105
7951,train,250
7952,train,256
7953,train,236
7954,train,240
7955,train,91
7956,train,240
7957,train,240
7958,train,233
7959,train,240
7960,train,50
7961,train,239
7962,train,246
7963,train,238
7964,train,225
7965,train,221
7966,train,251
7967,train,250
7968,train,229
7969,train,221
7970,train,237
7971,train,210
7972,train,253
7973,train,224
